author,body,prefix,summary,title,url
Redacción Regionales,"
Mientras los habitantes de Sucre - Sucre tuvieron que quedarse en casa este domingo y ver pasar la procesión de la Santísima Cruz desde la distancia, varios ciudadanos denunciaron que la alcaldesa de esta población Elvira Julia Mercado Acevedo, disfrutaba en su casa de una fiesta con invitados y a puerta cerrada.
El hecho quedó evidenciado en un vídeo que grabó uno de los tantos invitados y que ya circula en redes sociales.
La fiesta, que coincide con la celebración patronal de ese pueblo de la Mojana, tuvo lugar en la casa de la mandataria, que está ubicada en la calle Ayacucho, en la zona céntrica, a pocos metros de la sede de la Estación de Policía.
Habitantes de Sucre - Sucre le aseguraron a EL HERALDO que pese a que la fiesta fue a puerta cerrada, la música, - por el alto volumen - delataba lo que ocurría en el interior.
A la par con el vídeo donde aparece bailando la alcaldesa también circula otro en el que baila, dicen los denunciantes, el esposo de esta y exalcalde Milton Maury Ruz, en compañía de una enfermera del hospital local.
La presunta fiesta contradice las declaraciones que entregó hace cerca de dos meses, en una reunión con las autoridades de salud y que tuvo lugar en el municipio de San Marcos, donde manifestó que la situación en su pueblo era tan grave que no había espacio ni para enterrar los muertos que dejaría la pandemia por la COVID-19.
Cabe recordar que no es la primera vez que la alcaldesa de Sucre-Sucre se ve envuelta en escándalos de bailes en medio de las fiestas patronales, pues en su primer mandato esa celebración coincidió con inundaciones por ola invernal y un concierto en la plaza pública.
EL HERALDO quiso conocer un pronunciamiento de la alcaldesa, pero no fue posible porque no respondió llamadas ni mensajes.
",," En un video baila con amistades y en otro su esposo se observa en estado de alicoramiento y hasta patea una silla plástica.
",En video | Denuncian fiesta de alcaldesa de Sucre-Sucre a puerta cerrada en plena cuarentena,https://www.elheraldo.co/sucre/en-video-denuncian-fiesta-de-alcaldesa-de-sucre-sucre-puerta-cerrada-en-plena-cuarentena
Maria Victoria  Bustamante Fernandez,"
En la Plaza Cultural de Majagual el personal del CTI de la Fiscalía y del Gaula Militar aprehendió a una mujer cuando recibía dinero producto de una extorsión.
Se trata de Cindy Patricia Paola España, de 28 años, quien fue dejada a disposición de la Fiscalía y deberá responder por el delito de extorsión.
El reporte de las autoridades da cuenta que la mujer era la encargada de cobrarle la extorsión por valor de 1.500.000 pesos a un hombre a cambio de no revelar una relación extramatrimonial.
Esa víctima dijo haber accedido ya en varias oportunidades a esas pretensiones económicas en la suma de 7 millones de pesos.
Al momento de la aprehensión a la mujer le decomisaron un celular.
",," La víctima ya le había entregado la suma de 7 millones de pesos.
",Capturan a mujer cuando cobraba una extorsión en Sincelejo,https://www.elheraldo.co/sucre/capturan-mujer-cuando-cobraba-una-extorsion-en-sincelejo-723497
Maria Victoria  Bustamante Fernandez,"
Los buenos resultados que hasta ahora registra el departamento de Sucre con un solo caso de coronavirus - que ya está recuperado y cuyo contagio no se produjo en este territorio - estarían en riesgo por la llegada de personas foráneas a este territorio.
Así quedó evidenciado el fin de semana con el arribo de muchas porsonas provenientes de San Onofre (en la vía Transversal del Caribe) que se dirigían a Sincelejo de Majagual y San Marcos, al sur del departamento. 
A este último municipio llegaron 10 personas en la noche del pasado domingo con la excusa de asistir a un velorio y posteriormente a un funeral de un familiar. Por poco, desatan la alteración al orden público dado que la ciudadanía se oponía a que continuaran con su ruta y de paso,ccuestionaban la efectividad de los puestos de control y bloqueo sanitario, que fueron aumentados desde el 27 de abril.
A su vez reprochaban la realización de una fiesta con presencia masiva de invitados, entre ellos algunos empleados del gobierno local.
El gobernador Héctor Espinosa Oliver rechazó la actuación de quienes infringen las leyes y defendió la efectividad de los puestos de control en los límites de Sucre, al tiempo que anunció que los controles serán más drásticos.
“Hay gente que termina entrando porque está entre las 37 excepciones, pero también hemos detectado que se nos están metiendo por trochas por San Onofre y Montes de María. Lo que estamos haciendo está bien, pero vamos a reforzar los controles porque no queremos que sigan entrando personas de ciudades que tienen altísimo contagio”, dijo el Gobernador.
De igual forma anunció que a partir del 11 de mayo habrá nuevas excepciones y eso implica más trabajo. También que habrá más personal en esos puestos de control.“Ya estamos advertidos y estamos tomando los correctivos sobre eso”, puntualizó.
",," El gobernador Héctor Espinosa Oliver rechazó la actuación de quienes infringen las leyes y anunció que tomará medidas.
",Preocupación por reactivación de movilidad en la Transversal del Caribe,https://www.elheraldo.co/sucre/preocupacion-por-reactivacion-de-movilidad-en-la-transversal-del-caribe-723394
Maria Victoria  Bustamante Fernandez,"
La lucha de los miembros del sindicato del Instituto Nacional Penitenciario y Carcelario (Inpec) de Sucre por lograr que las autoridades tanto del nivel nacional, departamental y local les garanticen sus derechos en medio de esta pandemia del coronavirus tuvo en la justicia el eco que ellos buscaron ante el presunto desconocimiento de sus llamados.
El Juzgado Primero Administrativo Oral del Circuito de Sincelejo les concedió, vía tutela, el amparo de los derechos fundamentales a la vida, salud, trabajo digno y dignidad humana de los trabajadores y Población Privada de la Libertad (PPL) tanto en la cárcel La Vega, de Sincelejo, como en el Establecimiento de Reclusión Especial de Corozal.
En la sentencia de 111 folios, que está dirigida al Ministerio de Justicia, Uspec, Inpec, ARL Positiva Compañía de Seguros, a los 26  municipios de Sucre y a la Gobernación, pero que vincula además al Departamento Administrativo de la Presidencia de la República, Ministerio de Hacienda y Crédito Público, Fiduprevisora S.A. y Fiduagraria S.A. y a las direcciones de las cárceles de Sincelejo y Corozal, el juez ordena que en el término de 48 horas siguientes a la notificación estas entidades, de acuerdo con su competencia, le proporcionen al personal directivo, administrativo, de custodia y vigilancia, entre otros con los que tenga vínculo laboral directo en las cárceles antes mencionadas, y a los reclusos, los elementos necesarios de seguridad para evitar el contagio y propagación de la COVID-19.
A su vez el Juzgado le ordena al Inpec suspender por tres meses o más, si se registra una prórroga de esta situación de emergencia, el traslado de personas afectadas con medidas de aseguramiento de detención preventiva y condenadas que estén en las URI hacia sus establecimientos.
Igualmente, en la sentencia le ordena a los 26 municipios de Sucre que adelanten las gestiones administrativas encaminadas a garantizar condiciones dignas de reclusión (ventilación, espacio, separación de hombres y mujeres, acceso a baños, luz solar, etc) de las personas privadas de la libertad que están en los centros transitorios de detención como estaciones de Policía, unidades de reacción inmediata, etc., ubicadas en sus respectivas áreas de jurisdicción.
Los miembros de la Asociación Sindical de Servidores Públicos del Sistema Penitenciario y Carcelario Colombiano (UTP) Seccional Sincelejo al conocer el fallo a su favor dieron gracias a Dios “porque la lucha trabajadora del Inpec Sucre ha salido victoriosa por la vía judicial, ahora el trabajo se centra en hacer cumplir la orden del juez”.
",," La sentencia le ordena a los 26 municipios del departamento que adelanten las gestiones administrativas encaminadas a garantizar condiciones dignas de reclusión de las personas privadas de la libertad.
", Sindicato del Inpec de Sucre le gana tutela al Estado,https://www.elheraldo.co/sucre/sindicato-del-inpec-de-sucre-le-gana-tutela-al-estado-723355
Maria Victoria  Bustamante Fernandez,"
El complemento alimentario de que consta el Programa de Alimentación Escolar (PAE) en el municipio de Sincelejo reapareció desde este lunes, pero con raciones industrializadas que son entregadas en las sedes principales de las instituciones educativas beneficiadas.
Esta modalidad beneficia a 33.569 estudiantes de establecimientos educativos oficiales.
Para la entrega la secretaria de educación de Sincelejo, Carolina Fontalvo Abuchar, anunció que de acuerdo con los lineamientos de la Unidad Administrativa Especial para la Alimentación Escolar consagrados en la Resolución 0006, estos deben ser reclamados por el padre de familia o cuidador del estudiante que debe ir al colegio con su documento de identidad y el del estudiante o en su defecto registro civil, lo hará el día y hora indicada por los rectores y guardando todos los protocolos de bioseguridad, además de llevar una bolsa para guardar los alimentos.
“Haremos la entrega del paquete, que contiene cinco bebidas lácteas, tres frutas, tres panes, 2 galletas y dos dulces, entendiendo que este es un aporte para complementar durante 5 días la nutrición que los estudiantes reciben en sus hogares. Aclaramos que el beneficio va dirigido a los alumnos, no al núcleo familiar”, dijo la secretaria Carolina Fontalvo, al tiempo que aclara que habrá 4 entregas al mes.
",," En los demás 25 municipios de Sucre aún no ha entrado a operar el PAE a pesar de que ya la Gobernación escogió el operador del mismo.
",El PAE se reanuda con raciones industrializadas en Sincelejo,https://www.elheraldo.co/sucre/el-pae-se-reanuda-con-raciones-industrializadas-en-sincelejo-723338
Maria Victoria  Bustamante Fernandez,"
En la implementación de la primera fase de la estrategia de ampliación de la capacidad hospitalaria en el país que adelanta la Superintendencia Nacional de Salud (Supesalud), el departamento de Sucre fue beneficiado con 61 camas en Unidad de Cuidados Intensivos y 80 en hospitalización-aislamiento para pacientes con la COVID-19.
La estrategia, que se desarrolla en 9 departamentos y que propende por ampliar su capacidad instalada a 1.800 camas, de las cuales, 347 serán de UCI, cobija al Hospital Universitario de Sincelejo (HUS) y al Hospital Regional de San Marcos. En el primero con ayuda de la Gobernación de Sucre adecúan el área de consulta externa para recepción de pacientes con sintomatología respiratoria y urgencias. Habrá 51 camas UCI y 60 de hospitalización para esta institución.
Mientras que en el Hospital Regional II Nivel San Marcos hay un área exclusiva para la atención de consulta por urgencias, y trabajan en la infraestructura para 20 camas de hospitalización aisladas. Con la gestión de la Superintendencia y del Ministerio de Salud y Protección Social, se habilitarían 10 camas de cuidado intensivo para adultos.
“El objetivo es aumentar las camas para las unidades de cuidado intensivo en el país. Estos esfuerzos se verán reflejados en mejores y oportunos servicios de salud para la atención de los colombianos”, manifestó el Superintendente de Salud, Fabio Aristizábal Ángel.
",," La intervención en el HUS ya va a cumplir un año la próxima semana, mientras que la de San Marcos completa dos meses.
",Supersalud habilita camas en hospitales intervenidos de Sucre,https://www.elheraldo.co/sucre/supersalud-habilita-camas-en-hospitales-intervenidos-de-sucre-723322
Maria Victoria  Bustamante Fernandez,"
La pandemia del coronavirus que mantiene confinados a los colombianos no logró aguarle la fiesta religiosa a los habitantes del municipio de Sucre-Sucre, en la Mojana, que este domingo 3 de mayo celebran su fiesta patronal en honor a la Santa Cruz.
Poco antes de caer la tarde de este domingo el párroco Camilo Romero decidió, con apoyo de los Caballeros de la Cruz y de la Defensa Civil, sacar una réplica de la Santísima Cruz en procesión por las calles de esta población.
La imagen, adornada, fue llevada sobre un motocarro, algo inédito por el tiempo de emergencia sanitaria que se afronta, pues de no ser así, en procesión hubiesen sacado una cruz de gran tamaño y peso que es cargada por los ciudadanos, nativos y foráneos, que salen a recorrer las calles cada año.
""Esto es algo inédito y hasta doloroso para nosotros en Sucre-Sucre tener que sacar la Santísima Cruz en réplica y sin acompañantes. De no ser por esto que vivimos y que busca preservar la vida, en este pueblo hoy no hubiese espacio para albergar tanta gente. Es primera vez que vivimos algo así"", dice el líder ciudadano y periodista de la zona Obman Campo Bueno.
La procesión de la Santísima Cruz tuvo que ser vista por sus fieles devotos desde sus casas, como ocurrió hace tres semanas en San Benito con la salida de la imagen del Cristo Milagroso de la Villa y hace tres días con la Virgen del Socorro en Sincé.
",," La sobria celebración patronal de Sucre - Sucre obedece a las medidas restrictivas que propenden por evitar el contagio de la COVID -19.
",Réplica de la Santa Cruz recorre las calles de Sucre-Sucre en su día,https://www.elheraldo.co/sucre/replica-de-la-santa-cruz-recorre-las-calles-de-sucre-sucre-en-su-dia-723202
Ernesto Benavides Sierra ,"
Desde que comenzó el aislamiento preventivo obligatorio en el país, animalistas sincelejanos han procurado velar por el bienestar de los animales abandonados.  
Gracias a la recoleccion de alimentos en graneros y a la ayuda de particulares, perros y gatos de ese municipio cuentan hoy con comida. Cabe destacar que también se ha logrado instalar comederos en la Terminal de Transporte y en distintos barrios de Sincelejo.
Los artífices de esta idea son Éider Castro, Liliana Alcalá y Marisela Salguero, quienes manifestaron que hasta el momento han podido recolectar y distribuir una tonelada de concentrado. 
Si desea donar alimentos puede constactarse a los números 3004932091, 300 4198322 y 3222153066. 
",," Animalistas del municipio esperan seguir contando con la colaboración de voluntarios y así proveer de alimento los comederos que ya han sido instalados.
",Alimentan a animales sin hogar en Sincelejo,https://www.elheraldo.co/sucre/alimentan-animales-sin-hogar-en-sincelejo-723779
Maria Victoria  Bustamante Fernandez,"
En la Plaza Cultural de Majagual el personal del CTI de la Fiscalía y del Gaula Militar aprehendió a una mujer cuando recibía dinero producto de una extorsión.
Se trata de Cindy Patricia Paola España, de 28 años, quien fue dejada a disposición de la Fiscalía y deberá responder por el delito de extorsión.
El reporte de las autoridades da cuenta que la mujer era la encargada de cobrarle la extorsión por valor de 1.500.000 pesos a un hombre a cambio de no revelar una relación extramatrimonial.
Esa víctima dijo haber accedido ya en varias oportunidades a esas pretensiones económicas en la suma de 7 millones de pesos.
Al momento de la aprehensión a la mujer le decomisaron un celular.
",," La víctima ya le había entregado la suma de 7 millones de pesos.
",Capturan a mujer cuando cobraba una extorsión en Sincelejo,https://www.elheraldo.co/sucre/capturan-mujer-cuando-cobraba-una-extorsion-en-sincelejo-723497
Óscar Cuello,"
Luego de un reporte enviado desde el Instituto Nacional de Salud, INS, se confirmó la recuperación de dos nuevos pacientes que habían sido diagnosticados con coronavirus en el departamento de Córdoba.
El secretario de Salud municipal, José Darío Vergara Orozco, informó que “este domingo 3 de mayo el Instituto Nacional de Salud, INS, nos confirmó dos casos recuperados en Montería, se trata de un hombre de 49 años de edad, y de una mujer, de 59 años”.
El funcionario de la Alcaldía continuó diciendo que “estas personas cumplieron con su aislamiento preventivo en sus casas, y a quienes en la prueba de control el resultado le sale negativo, hoy en día se encuentran asintomáticos. Con estos ya son 10 los casos recuperados de los 17 positivos del municipio de Montería”.
En Córdoba han sido detectados 29 casos positivos para la COVID-19, de los cuales 13 se han recuperado, y tres han fallecido.
",," En este municipio se han recuperado 10 de las 17 personas diagnosticadas como positivas para la enfermedad.
",En video | Dos personas más se recuperaron de la COVID-19 en Montería,https://www.elheraldo.co/cordoba/en-video-dos-personas-mas-se-recuperaron-de-la-covid-19-en-monteria-723168
Ernesto Benavides Sierra ,"
En tiempo de cuarentena, cuando se piensa que los delincuentes hicieron un freno en sus delitos, la Policía en Sucre no ha dejado de capturar a jóvenes que presuntamente quieren cometer fechorías, lo que indica que la delincuencia no da tregua.
Las capturas más recientes fueron en la mañana de este domingo en la zona sur de Sincelejo.
La Policía detuvo a Kevin Guzmán Mercado y a Francisco Pérez González señalados del delito de porte ilegal de armas de fuego
Les encontraron un revólver con tres cartuchos sin percutir. Estaban en una actitud sospechosa lo que les indica a las autoridades que al parecer iban a cometer un atraco.
A esto se le suma que la comunidad denunció que casi todos los días merodeaban el barrio Villa Mady, donde fueron detenidos.
Los dejaron a órdenes de la Fiscalía para sus respectivas judicializaciones.
",," La delincuencia no da tregua en Sincelejo y Sucre en pleno aislamiento social obligatorio.
","En plena cuarentena, Policía captura a dos presuntos delincuentes en Sincelejo",https://www.elheraldo.co/sucre/en-plena-cuarentena-policia-captura-dos-presuntos-delincuentes-en-sincelejo-723164
Maria Victoria  Bustamante Fernandez,"
La Alcaldía de Sincé, a través de la Secretaría de Salud y de la ESE, les tomó las muestras a las personas que llegaron este viernes al municipio procedente de Bogotá. Con estas pruebas se busca establecer el estado actual de salud de estas personas y darles un parte de tranquilidad al resto de los habitantes.
En su lugar de confinamiento, el Centro de Vida Cafarnaum del barrio El Cascajito, fueron atendidos en la tarde del sábado.
En el municipio hay expectativa por los resultados dado que estas personas, que si bien son nativas, llegaron de la ciudad donde más casos de la COVID-19 se registran y eso les representa —según dicen—temor por posible contagio en caso de que sean asintomáticos.
",," Con estas pruebas —dijo la Administración municipal—se busca establecer el estado actual de salud de estas personas y darles un parte de tranquilidad al resto de los habitantes.
",Expectativa por pruebas de COVID-19 realizadas a sinceanos procedentes de Bogotá,https://www.elheraldo.co/sucre/expectativa-por-pruebas-de-covid-19-realizadas-sinceanos-procedentes-de-bogota-723132
Maria Victoria  Bustamante Fernandez,"
En las próximas horas, las autoridades de Sucre analizarán el comportamiento que tuvieron los ciudadanos el fin de semana y con base en ello decidirán si el aislamiento preventivo obligatorio es acompañado por el toque de queda.
El anuncio lo hizo el gobernador Héctor Espinosa Oliver, al indicar que se hace necesario seguir manteniendo los controles para que no se dañe el trabajo que han realizado y que tiene al departamento con un solo caso de la COVID-19, pero recuperado.
“Vamos a esperar conocer cómo se comportan los ciudadanos este fin de semana, cómo están nuestros niveles de cultura y de obediencia, y si definitivamente hay muchos niveles de violación, de muchos casos de indisciplina en el aislamiento obligatorio, entonces implementaremos el toque de queda desde el próximo fin de semana, todo ese fin de semana, porque no podemos dañar lo que se ha hecho”, anota el Gobernador.
A propósito de las sanciones por no cumplir la cuarentena, el Comando de la Policía Nacional en Sucre reportó que el sábado 2 de mayo fueron amonestadas 78 personas tan solo en Sincelejo y hasta el mediodía de este domingo ya iban 12 más. A esto se suman las denuncias de personas sorprendidas en grupo tomando licor en Sincelejo y Sucre-Sucre.
",," En este departamento hay más de 5 mil personas sancionadas con multas cercanas al millón de pesos por no cumplir con el aislamiento preventivo obligatorio.
",“Si no se comportan bien habrá toque de queda”: gobernador de Sucre,https://www.elheraldo.co/sucre/si-no-se-comportan-bien-habra-toque-de-queda-gobernador-de-sucre-723127
Maria Victoria  Bustamante Fernandez,"
Con antelación los familiares de Eduardo Porras Paternina habían planeado la celebración de su siglo de vida, sin embargo, con la aparición del coronavirus y las medidas para contrarrestar su propagación todo se vino al suelo.
La gran fiesta con banda que querían hacerle en el corregimiento La Arena, zona rural de Sincelejo, no podía efectuarse y Eduardo creía que sus 100 años en este mundo pasarían sin pena y son gloria.
No obstante al caer la tarde de este sábado el personal de Seguridad y Convivencia Ciudadana de la Policía Nacional arribó a la casa del adulto mayor para celebrar su cumpleaños.
No se lo esperaba, es más nunca imaginó que fueran los uniformados los que le harían la fiesta y se la amenizaran con música cantada por ellos mismos.
Las canciones para este agricultor fueron entonadas por el patrullero Raúl Chamorro, quien al igual que su jefe la comisario Deisy Carrascal, se robó los aplausos y agradecimientos del cumplimentado y de sus familiares.
Alberto Porras Mercado, hijo del cumplimentado, le agradeció este bello gesto a la Policía Nacional porque es primera vez que tiene una celebración así de importante.
El comisario Deisy Carrascal Cuello sostuvo que esta celebración fue posible gracias a que uno de los hijos del cumplimentado los contactó vía telefónica para que celebraran con él su cumpleaños dado que él no iba a poder estar debido a que no es posible trasladarse de un lado a otro por las restricciones de la COVID-19.
Esta es una de las tantas actividades con la comunidad que realiza la Policía en medio de esta emergencia, además de garantizar la seguridad.
",," Y los celebró muy feliz con su familia en el corregimiento La Arena, en Sincelejo.
",La Policía le celebró los 100 años en plena cuarentena,https://www.elheraldo.co/sucre/la-policia-le-celebro-los-100-anos-en-plena-cuarentena-722996
Maria Victoria  Bustamante Fernandez,"
Si bien la Policía Nacional y la Fiscalía han mostrado un alentador panorama en la reducción de delitos, en especial en los homicidios, el hurto en sus diversas modalidades y en especial a residencias, personas y de motocicletas ha estado a la orden del día en medio de la cuarentena.
En razón a ello las autoridades civiles y de Policía de Sucre y Sincelejo han acordado en las últimas horas la implementación de nuevas medidas y estrategias para contrarrestar la comisión de esos delitos.
Aumentar los patrullajes y la inteligencia hacen parte de esa estrategia que propende por brindar seguridad en medio de la pandemia por la COVID-19 y así lo acordaron en un consejo de seguridad que tuvo lugar en la sede del Comando de Policía y en el que estuvieron presentes el gobernador Héctor Espinosa, el alcalde de Sincelejo, Andrés Gómez, y el comandante de la institución en el departamento, coronel William Rincón Zambrano.
Según la Fiscalía, en las últimas semanas se ha registrado un leve incremento de conductas delictivas, como hurto a personas en 40 casos, hurto a residencias más de 25, hurto de celulares más de 20 y hurto de motocicletas más de 15. Los más afectados con este último delito han sido los que realizan los servicios de domicilio que son llamados para entrega pedidos que resultan ser un plan para atracarlos y el caso más reciente ocurrió la noche del viernes.
En el consejo de seguridad también analizaron la efectividad de los puestos de control sanitario contra la COVID-19 y acordaron crear una plataforma única de seguimiento a las personas que ingresan al departamento con permiso para laborar y que provienen de regiones donde hay circulación comunitaria del virus, esto para evitar la propagación.
Finalmente las autoridades estuvieron de acuerdo en que de ser necesario volverán a la implementación del toque de queda pues lo que se busca es reducir al máximo la movilidad para seguirle cerrando la puertas al coronavirus en Sucre.
",," El hurto en todas sus modalidades ha seguido a la orden del día en especial en las ciudades de Sincelejo y Corozal.
",Anuncian nuevas medidas para contrarrestar los delitos en medio de la pandemia,https://www.elheraldo.co/sucre/anuncian-nuevas-medidas-para-contrarrestar-los-delitos-en-medio-de-la-pandemia-722970
Maria Victoria  Bustamante Fernandez,"
A diferencia de otras cárceles del país, en La Vega de Sincelejo, no hay casos positivos de coronavirus y aunque no se han dado excarcelaciones con ocasión de la emergencia, sí han salido del penal personas por vencimiento de términos, lo que ha reducido los niveles de hacinamiento.
Adicional a ello las autoridades de Sucre en las últimas horas realizaron la segunda jornada de limpieza y desinfección en el interior y exterior del penal.
Aguas de Sucre de la mano con la empresa privada Veolia y Concrenorte, hicieron posible esta limpieza que busca tener espacios limpios para evitar que llegue la COVID-19.
El gobernador Héctor Espinosa Oliver aseguró que por medio de estas jornadas que vienen adelantando se busca garantizar la debida protección a la población interna y al personal que está a cargo de la cárcel La Vega.
Es de anotar que en curso está una acción de tutela que el sindicato del Inpec de Sucre le instauró a las autoridades del nivel nacional, departamental y local, es decir, a los 26 municipios del departamento, para que les garanticen la protección en estos tiempos de pandemia.
 
",," Las primeras muestras tomadas para establecer casos de coronavirus en la cárcel La Vega entre internos y personal del Inpec dieron negativo.
",Por segunda vez desinfectan la cárcel La Vega en cuarentena,https://www.elheraldo.co/sucre/por-segunda-vez-desinfectan-la-carcel-la-vega-en-cuarentena-722948
Maria Victoria  Bustamante Fernandez,"
Si bien la Alcaldía de Sincelejo ya entregó los 26.666 mercados que adquirió a través de dos contratos que están en investigación por presuntos sobrecostos, y también distribuyó otros 10 mil que le otorgó la  Gobernación de Sucre, estos parecen no haber sido suficientes porque aún hay comunidades protestando para tener acceso a estos.
El requerimiento masivo más reciente fue en la mañana de este sábado en la legendaria Plaza Cultural de Majagual a la que se dieron cita varios comunales de la capital sucreña.
Ellos reclaman la presencia del mandatario capitalino para que se entere de primera mano que en sus localidades también hay necesidades y que esas familias acuden a ellos para que les ayuden. Así lo expresó Tercero Segundo Sotomayor, líder comunal del barrio Bitar, quien señala que “en este sector también hay gente necesitada y queremos que el señor alcalde se haga presente”.
Por su parte, Edgar Muleth, líder de la comuna 9, asegura que el alcalde los tiene abandonados, “a nosotros los líderes también nos da hambre”.
Fredy Arrieta, líder del barrio El Edén, indicó que las ayudas entregadas no han sido suficientes y por eso reclaman una segunda entrega.
 Politiquería y capricho
De otra parte, una de las integrantes de la Mesa Municipal de Víctimas de Sucre-Sucre, denunció que a las ayudas que ellos, en asocio con la Mesa Departamental, gestionaron ante la Unidad Nacional les han dado malos manejos.
Precisó que de las 300 ayudas 100 fueron reservadas para las familias que residen en el corregimiento Isla del Coco porque es población retornada de dos desplazamientos, pero “de los otros 200 el personero y el enlace municipal han empezado a disponer de ellos sin tenernos en cuenta a nosotros que somos quienes en realidad conocemos a las verdaderas víctimas y población vulnerable. No hicieron censo y por eso no sabemos cuáles son los criterios con los que van a entregar esos mercados, además fuimos los que gestionamos esos mercados que ahora los 15 miembros de la mesa no vamos a aceptar porque con eso no nos van a callar la boca. Nosotros no somos una mesa de papel”, dijo una de las integrantes de la Mesa Municipal de Víctimas de Sucre-Sucre.
",," Los miembros de la Mesa Municipal de Víctimas de Sucre-Sucre denuncian malos manejos de 200 mercados que ellos gestionaron ante el nivel nacional.
",Comunales se quejan por no tener ayudas en la cuarentena,https://www.elheraldo.co/sucre/comunales-se-quejan-por-no-tener-ayudas-en-la-cuarentena-722911
anonymus,"El extinto capo José Gonzalo Rodríguez Gacha y sus guardaespaldas venían huyendo desde Coveñas, la cabaña El Tesoro, hasta donde llegaron en una lancha rápida para refugiarse, luego de escapar de la Fuerza Pública en Cartagena desde donde comenzaron a seguirle la pista gracias a un informante. En la habitación 5 de la cabaña quedó una caja fuerte, revistas, un ventilador y armas de largo alcance.
",,,El arma que tenía Gacha el día que lo mataron,https://www.elheraldo.co/sucre/el-arma-que-tenia-gacha-el-dia-que-lo-mataron-687326
anonymus,"Así se iluminan los sitios públicos de Sincelejo cada noche de esta Navidad.
Fotos. Cortesía Alcaldía de Sincelejo
",,,Calles de Sincelejo reciben la navidad con miles de luces,https://www.elheraldo.co/sucre/calles-de-sincelejo-reciben-la-navidad-con-miles-de-luces-686166
anonymus,"En esta población, víctima del conflicto armado, la Iglesia, la Biblioteca y la Casa de la Cultura hacen parte de su riqueza arquitectónica.
",,,"Así es Colosó, el pueblo de madera que busca ser patrimonio",https://www.elheraldo.co/sucre/asi-es-coloso-el-pueblo-de-madera-que-busca-ser-patrimonio-679267
anonymus,"Ubicada en el barrio Venecia, una de las zonas de estrato socioeconómico más alto de Sincelejo, esta vivienda del desaparecido jefe paramilitar Rodrigo Mercado Peluffo, alias ‘Cadena’, se encuentra hoy en completo abandono.
",,,El antes y después de la lujosa casa de ‘Cadena’,https://www.elheraldo.co/sucre/el-antes-y-despues-de-la-lujosa-casa-de-cadena-588047
anonymus,"Los habitantes de este municipio de Sucre tuvieron que salir de sus vivienda luego de que la corriente del río rompiera en las últimas horas una ‘banca’ de tierra,  provocando un boquete de unos 20 metros por donde el agua está poco a poco ingresando a la población.
",,,"Evacuan Guaranda, tras amenaza de inundación por rompimiento del río Cauca",https://www.elheraldo.co/sucre/evacuan-guaranda-tras-amenaza-de-inundacion-por-rompimiento-del-rio-cauca-496282
Maria Victoria  Bustamante Fernandez,"
La pandemia del coronavirus que mantiene confinados a los colombianos no logró aguarle la fiesta religiosa a los habitantes del municipio de Sucre-Sucre, en la Mojana, que este domingo 3 de mayo celebran su fiesta patronal en honor a la Santa Cruz.
Poco antes de caer la tarde de este domingo el párroco Camilo Romero decidió, con apoyo de los Caballeros de la Cruz y de la Defensa Civil, sacar una réplica de la Santísima Cruz en procesión por las calles de esta población.
La imagen, adornada, fue llevada sobre un motocarro, algo inédito por el tiempo de emergencia sanitaria que se afronta, pues de no ser así, en procesión hubiesen sacado una cruz de gran tamaño y peso que es cargada por los ciudadanos, nativos y foráneos, que salen a recorrer las calles cada año.
""Esto es algo inédito y hasta doloroso para nosotros en Sucre-Sucre tener que sacar la Santísima Cruz en réplica y sin acompañantes. De no ser por esto que vivimos y que busca preservar la vida, en este pueblo hoy no hubiese espacio para albergar tanta gente. Es primera vez que vivimos algo así"", dice el líder ciudadano y periodista de la zona Obman Campo Bueno.
La procesión de la Santísima Cruz tuvo que ser vista por sus fieles devotos desde sus casas, como ocurrió hace tres semanas en San Benito con la salida de la imagen del Cristo Milagroso de la Villa y hace tres días con la Virgen del Socorro en Sincé.
",," La sobria celebración patronal de Sucre - Sucre obedece a las medidas restrictivas que propenden por evitar el contagio de la COVID -19.
",Réplica de la Santa Cruz recorre las calles de Sucre-Sucre en su día,https://www.elheraldo.co/sucre/replica-de-la-santa-cruz-recorre-las-calles-de-sucre-sucre-en-su-dia-723202
Ernesto Benavides Sierra ,"
En tiempo de cuarentena, cuando se piensa que los delincuentes hicieron un freno en sus delitos, la Policía en Sucre no ha dejado de capturar a jóvenes que presuntamente quieren cometer fechorías, lo que indica que la delincuencia no da tregua.
Las capturas más recientes fueron en la mañana de este domingo en la zona sur de Sincelejo.
La Policía detuvo a Kevin Guzmán Mercado y a Francisco Pérez González señalados del delito de porte ilegal de armas de fuego
Les encontraron un revólver con tres cartuchos sin percutir. Estaban en una actitud sospechosa lo que les indica a las autoridades que al parecer iban a cometer un atraco.
A esto se le suma que la comunidad denunció que casi todos los días merodeaban el barrio Villa Mady, donde fueron detenidos.
Los dejaron a órdenes de la Fiscalía para sus respectivas judicializaciones.
",," La delincuencia no da tregua en Sincelejo y Sucre en pleno aislamiento social obligatorio.
","En plena cuarentena, Policía captura a dos presuntos delincuentes en Sincelejo",https://www.elheraldo.co/sucre/en-plena-cuarentena-policia-captura-dos-presuntos-delincuentes-en-sincelejo-723164
